ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
76.0,164.0,7,72,29,0,0,86,45.0,6,6,29,2,14,0.0,0,0,3.0,14.0,4.0,1.0,1.0,36.0,1
69.0,129.0,13,63,24,1,0,80,20.0,6,5,25,0,24,,0,0,51.0,71.0,4.0,3.0,2.0,53.0,0
90.0,176.0,30,103,10,0,0,100,,7,8,10,0,10,,0,0,6.0,,2.0,1.0,0.0,60.0,1
72.0,287.0,2,104,26,0,0,96,,6,6,47,4,11,5.0,1,1,24.0,119.0,9.0,1.0,2.0,55.0,1
77.0,217.0,19,97,13,0,0,92,46.0,6,6,13,0,23,0.0,3,3,29.0,,1.0,,0.0,20.0,0
71.0,197.0,9,87,12,0,0,77,56.0,6,6,13,1,54,,0,0,92.0,83.0,2.0,3.0,1.0,83.0,1
68.0,218.0,15,88,25,0,0,82,6.0,4,6,28,0,50,1.0,1,1,49.0,85.0,3.0,2.0,1.0,86.0,1
87.0,263.0,3,73,21,0,0,100,,7,8,21,3,24,9.0,0,0,13.0,62.0,3.0,2.0,0.0,42.0,1
61.0,194.0,8,58,14,0,0,86,0.0,4,6,23,3,36,11.0,0,0,23.0,69.0,3.0,3.0,1.0,75.0,0
64.0,50.0,7,26,14,2,2,100,,6,8,15,3,43,8.0,0,0,64.0,77.0,3.0,3.0,1.0,55.0,0
91.0,277.0,17,163,12,0,0,100,,7,8,12,0,25,0.0,0,0,1.0,,3.0,1.0,0.0,50.0,1
72.0,295.0,11,84,18,1,1,95,8.0,0,2,19,2,53,0.0,0,0,24.0,99.0,2.0,2.0,0.0,57.0,1
91.0,273.0,27,145,10,0,0,100,,7,8,10,0,20,3.0,1,1,2.0,,1.0,1.0,0.0,40.0,1
74.0,36.0,20,80,20,0,0,100,,7,8,1,0,15,,1,1,81.0,,3.0,,2.0,67.0,1
80.0,94.0,3,49,27,0,0,100,,7,8,28,1,14,0.0,2,2,21.0,,4.0,1.0,0.0,45.0,0
73.0,113.0,9,49,7,0,0,86,9.0,4,6,7,2,43,21.0,0,0,7.0,87.0,1.0,2.0,0.0,100.0,1
72.0,5.0,3,46,10,1,0,91,28.0,6,5,1,2,36,1.0,2,2,68.0,,1.0,1.0,1.0,50.0,0
60.0,71.0,2,26,18,1,1,95,44.0,6,6,20,4,21,0.0,2,2,30.0,,6.0,2.0,1.0,62.0,0
69.0,75.0,8,32,18,0,0,100,,6,8,18,3,44,0.0,0,0,50.0,88.0,6.0,4.0,2.0,91.0,0
81.0,419.0,11,240,13,0,0,100,,7,8,13,1,8,11.0,0,0,55.0,,3.0,,1.0,50.0,1
68.0,378.0,8,140,10,3,1,77,15.0,6,4,13,1,54,,0,0,0.0,70.0,0.0,3.0,,60.0,0
71.0,142.0,1,60,37,0,0,100,,7,8,40,7,50,3.0,3,3,64.0,78.0,4.0,6.0,2.0,71.0,1
91.0,196.0,17,109,14,0,0,100,,7,8,36,0,20,16.0,0,0,3.0,,1.0,,0.0,17.0,1
73.0,288.0,11,61,8,0,0,88,8.0,4,6,24,2,50,1.0,1,1,46.0,,2.0,1.0,0.0,100.0,0
86.0,182.0,28,80,44,0,0,100,,7,8,44,0,77,0.0,1,1,5.0,75.0,1.0,14.0,0.0,94.0,1
64.0,33.0,2,18,6,1,1,88,12.0,6,3,6,2,50,0.0,4,4,15.0,92.0,1.0,2.0,0.0,75.0,0
58.0,163.0,6,101,20,3,1,71,16.0,6,5,24,2,29,2.0,4,4,86.0,,5.0,,2.0,67.0,0
68.0,41.0,4,23,7,1,1,100,,6,8,7,2,14,,2,2,18.0,6.0,4.0,1.0,0.0,71.0,0
74.0,126.0,15,23,13,0,0,100,,7,8,16,0,0,,2,1,13.0,,5.0,,1.0,50.0,0
81.0,261.0,4,67,22,0,0,100,,7,8,24,2,33,0.0,1,1,29.0,68.0,3.0,3.0,1.0,50.0,0
67.0,85.0,6,35,16,0,0,100,,7,8,16,4,19,0.0,2,2,78.0,96.0,5.0,2.0,3.0,78.0,1
58.0,170.0,11,80,14,4,0,72,6.0,3,5,21,2,44,,0,0,65.0,68.0,3.0,4.0,0.0,100.0,1
59.0,326.0,7,72,21,0,0,81,4.0,4,6,21,2,52,0.0,2,2,23.0,,5.0,1.0,1.0,67.0,0
65.0,148.0,1,65,16,0,0,100,,7,8,17,1,29,4.0,1,1,79.0,69.0,7.0,5.0,6.0,92.0,0
71.0,162.0,6,58,12,1,1,100,,6,8,13,2,46,0.0,2,2,73.0,42.0,4.0,3.0,1.0,88.0,0
64.0,286.0,1,72,35,0,0,100,,7,8,36,4,39,3.0,3,3,73.0,79.0,10.0,5.0,3.0,80.0,0
66.0,273.0,1,111,26,0,0,100,,7,8,28,1,7,0.0,3,3,74.0,,7.0,,5.0,58.0,1
82.0,368.0,0,89,23,0,0,96,43.0,6,6,26,1,54,11.0,0,0,16.0,83.0,2.0,1.0,1.0,38.0,1
84.0,308.0,10,125,27,0,0,100,,7,8,27,1,37,,0,0,27.0,52.0,2.0,5.0,0.0,70.0,1
60.0,120.0,13,95,8,2,2,73,1.0,0,2,19,0,27,,0,0,8.0,,3.0,2.0,0.0,75.0,0
77.0,179.0,4,59,44,0,0,93,59.0,6,6,45,3,56,0.0,2,2,10.0,65.0,3.0,1.0,0.0,45.0,0
79.0,375.0,23,96,28,0,0,100,,7,8,28,0,18,,1,1,31.0,76.0,5.0,2.0,1.0,44.0,1
63.0,153.0,1,106,9,4,4,67,22.0,6,2,15,1,47,,2,1,0.0,100.0,0.0,1.0,,50.0,0
57.0,146.0,38,95,9,7,5,28,15.0,5,2,6,0,33,1.0,7,7,29.0,,2.0,1.0,1.0,43.0,0
89.0,323.0,19,118,15,0,0,100,,7,8,15,0,40,10.0,1,0,0.0,,1.0,3.0,0.0,50.0,0
88.0,279.0,3,75,28,0,0,100,,7,8,29,2,24,2.0,2,2,6.0,41.0,3.0,3.0,0.0,40.0,0
68.0,63.0,1,28,14,0,0,93,37.0,6,6,15,2,53,,1,0,31.0,,1.0,1.0,0.0,50.0,0
75.0,292.0,7,102,22,0,0,100,,7,8,22,1,27,7.0,0,0,31.0,,6.0,2.0,1.0,62.0,1
67.0,163.0,7,71,14,1,1,100,,6,8,14,1,36,0.0,1,1,67.0,76.0,2.0,3.0,1.0,67.0,0
79.0,180.0,7,99,26,0,0,100,,7,8,10,2,23,2.0,1,1,28.0,34.0,4.0,3.0,1.0,58.0,1
78.0,95.0,2,46,30,0,0,100,,7,8,32,3,44,7.0,0,0,32.0,110.0,2.0,6.0,0.0,67.0,0
68.0,140.0,1,84,6,3,2,64,15.0,6,4,11,1,45,0.0,3,3,13.0,47.0,1.0,3.0,,57.0,0
77.0,197.0,10,71,33,0,0,100,,7,8,33,1,15,8.0,0,0,37.0,,2.0,1.0,1.0,30.0,1
82.0,199.0,9,97,18,0,0,94,28.0,6,6,18,2,17,,0,0,17.0,80.0,5.0,1.0,0.0,60.0,0
92.0,276.0,11,99,25,0,0,100,,7,8,28,1,29,6.0,0,0,0.0,,1.0,1.0,0.0,33.0,1
80.0,291.0,6,94,22,0,0,100,,7,8,24,1,68,6.0,0,0,7.0,,2.0,1.0,0.0,75.0,1
73.0,325.0,40,144,12,0,0,100,,7,8,12,0,17,0.0,0,0,97.0,94.0,9.0,1.0,6.0,100.0,0
63.0,285.0,1,65,37,10,9,85,56.0,5,2,52,3,55,0.0,14,13,16.0,80.0,5.0,9.0,0.0,74.0,0
51.0,173.0,2,81,25,1,0,89,1.0,3,5,28,2,39,0.0,2,2,91.0,54.0,15.0,3.0,11.0,100.0,1
58.0,78.0,9,33,8,2,2,100,,6,8,9,2,44,0.0,1,1,87.0,49.0,2.0,4.0,1.0,100.0,0
73.0,59.0,6,23,13,0,0,100,,7,8,13,4,8,9.0,0,0,46.0,,3.0,1.0,1.0,63.0,1
88.0,225.0,3,74,34,0,0,100,,7,8,35,2,46,3.0,1,1,6.0,91.0,4.0,4.0,0.0,73.0,0
65.0,37.0,13,24,11,0,0,100,,7,8,11,0,27,3.0,4,4,81.0,,6.0,1.0,2.0,88.0,0
62.0,233.0,8,79,6,3,2,86,44.0,6,5,9,1,57,0.0,0,0,63.0,71.0,2.0,3.0,,83.0,0
80.0,234.0,0,62,27,0,0,100,,7,8,35,4,26,0.0,3,3,22.0,,4.0,1.0,2.0,38.0,1
70.0,52.0,17,42,8,0,0,100,,7,8,8,0,38,,0,0,95.0,,3.0,1.0,2.0,67.0,0
66.0,205.0,4,123,5,1,1,100,,6,8,5,2,40,4.0,5,5,83.0,80.0,1.0,2.0,1.0,100.0,0
71.0,22.0,20,156,10,1,1,91,12.0,6,2,7,0,36,,0,0,0.0,,2.0,1.0,,75.0,1
75.0,234.0,2,88,40,0,0,100,,7,8,41,2,32,2.0,1,1,10.0,53.0,5.0,4.0,0.0,45.0,1
58.0,39.0,4,22,12,0,0,83,6.0,4,6,12,3,8,0.0,3,3,45.0,100.0,6.0,1.0,1.0,88.0,0
90.0,152.0,28,107,3,0,0,100,,7,8,3,0,67,13.0,0,0,0.0,5.0,0.0,1.0,0.0,50.0,1
79.0,135.0,25,93,28,0,0,96,45.0,6,6,24,0,50,,0,0,13.0,66.0,1.0,4.0,0.0,45.0,1
71.0,167.0,31,84,21,0,0,96,37.0,6,6,23,0,13,,0,0,55.0,,5.0,1.0,3.0,60.0,1
80.0,74.0,12,39,7,0,0,100,,7,8,7,0,71,0.0,3,3,1.0,84.0,1.0,4.0,0.0,83.0,0
70.0,84.0,1,46,16,0,0,94,,5,7,23,2,11,0.0,2,2,86.0,91.0,7.0,1.0,4.0,80.0,0
58.0,184.0,3,66,30,0,0,94,1.0,4,6,31,1,13,0.0,1,1,47.0,,9.0,1.0,2.0,80.0,0
74.0,304.0,10,78,18,0,0,89,15.0,6,6,23,1,53,3.0,2,2,7.0,54.0,3.0,3.0,0.0,67.0,1
52.0,141.0,16,75,22,9,6,75,18.0,0,2,29,0,39,0.0,4,4,61.0,73.0,3.0,2.0,0.0,71.0,0
79.0,97.0,3,56,19,0,0,100,,7,8,20,1,30,0.0,3,3,12.0,13.0,2.0,2.0,0.0,83.0,0
78.0,341.0,10,94,34,0,0,100,,7,8,26,2,44,0.0,3,3,18.0,57.0,2.0,6.0,0.0,64.0,0
65.0,176.0,4,84,29,3,2,91,1.0,0,2,32,2,22,0.0,0,0,7.0,90.0,7.0,4.0,1.0,55.0,0
83.0,193.0,9,94,24,0,0,100,,7,8,24,1,42,,0,0,34.0,47.0,2.0,5.0,0.0,80.0,1
71.0,308.0,7,104,39,0,0,98,73.0,6,6,40,3,30,0.0,0,0,75.0,99.0,11.0,1.0,5.0,81.0,1
84.0,160.0,4,70,18,0,0,100,,7,8,18,2,39,0.0,0,0,26.0,97.0,2.0,2.0,0.0,40.0,1
77.0,112.0,15,67,12,0,0,100,,7,8,13,0,8,0.0,0,0,50.0,,2.0,1.0,2.0,38.0,0
65.0,267.0,0,101,5,1,1,100,,7,8,8,3,57,0.0,2,2,0.0,92.0,0.0,2.0,,67.0,0
64.0,234.0,4,93,40,0,0,100,,7,8,27,5,23,,3,3,77.0,73.0,11.0,4.0,6.0,70.0,0
54.0,111.0,3,67,6,4,2,55,3.0,0,2,11,2,0,0.0,4,4,90.0,,4.0,,3.0,83.0,0
65.0,162.0,16,102,17,3,2,70,10.0,4,4,23,0,39,,0,0,57.0,6.0,4.0,3.0,1.0,89.0,0
75.0,153.0,15,83,22,0,0,95,20.0,6,6,39,0,18,1.0,5,5,13.0,,1.0,,0.0,33.0,1
83.0,238.0,3,128,54,0,0,100,,7,8,56,2,27,3.0,1,1,8.0,27.0,4.0,3.0,1.0,47.0,1
86.0,29.0,20,65,11,0,0,100,,7,8,1,0,36,20.0,0,0,0.0,49.0,0.0,2.0,0.0,25.0,1
65.0,169.0,12,73,53,1,1,100,,6,8,56,0,63,0.0,1,1,40.0,51.0,5.0,7.0,1.0,80.0,0
77.0,194.0,17,75,18,1,1,95,29.0,6,2,19,0,53,0.0,2,2,4.0,47.0,1.0,2.0,0.0,60.0,1
76.0,207.0,2,101,18,0,0,100,,7,8,21,3,24,8.0,0,0,17.0,,3.0,2.0,1.0,58.0,0
89.0,209.0,54,101,11,0,0,100,,7,8,11,0,55,6.0,0,0,3.0,,1.0,1.0,0.0,50.0,1
58.0,113.0,6,57,21,0,0,71,6.0,4,6,21,4,52,0.0,0,0,84.0,67.0,7.0,2.0,1.0,90.0,0
68.0,148.0,4,22,7,0,0,100,,7,8,18,1,43,0.0,1,1,54.0,,4.0,1.0,2.0,100.0,0
72.0,183.0,7,72,23,0,0,100,,7,8,23,2,26,6.0,0,0,40.0,76.0,11.0,3.0,1.0,88.0,1
62.0,340.0,11,97,18,4,1,52,14.0,6,4,24,1,39,8.0,0,0,68.0,83.0,3.0,3.0,2.0,78.0,0
66.0,,8,77,16,1,1,88,72.0,6,6,0,2,13,,1,1,43.0,,3.0,1.0,1.0,63.0,0
81.0,229.0,7,82,32,0,0,100,,7,8,32,2,25,11.0,0,0,9.0,54.0,10.0,3.0,0.0,65.0,1
57.0,255.0,7,91,34,0,0,94,1.0,4,6,35,4,31,5.0,0,0,65.0,82.0,16.0,2.0,2.0,90.0,0
68.0,276.0,2,59,27,1,1,100,,6,8,31,2,42,0.0,4,4,9.0,70.0,3.0,4.0,0.0,47.0,1
60.0,115.0,4,48,18,1,0,89,1.0,3,5,19,4,58,,4,4,44.0,81.0,4.0,3.0,1.0,88.0,0
76.0,284.0,7,92,13,1,1,93,66.0,6,3,15,1,43,4.0,1,1,27.0,20.0,1.0,3.0,0.0,100.0,1
86.0,12.0,9,62,6,0,0,100,,7,8,2,1,0,1.0,1,1,7.0,,1.0,,0.0,25.0,1
72.0,208.0,14,97,33,0,0,100,,7,8,26,0,18,0.0,1,1,35.0,83.0,8.0,2.0,3.0,48.0,0
82.0,186.0,5,91,31,0,0,97,21.0,6,6,31,2,19,11.0,0,0,4.0,87.0,1.0,1.0,0.0,14.0,1
60.0,63.0,7,31,5,1,1,83,25.0,6,2,6,1,33,0.0,2,2,91.0,83.0,2.0,2.0,1.0,100.0,0
68.0,79.0,8,75,40,1,1,95,1.0,0,2,9,3,44,8.0,0,0,5.0,87.0,4.0,6.0,0.0,61.0,0
88.0,210.0,2,103,25,0,0,100,,7,8,26,1,31,0.0,0,0,27.0,,1.0,1.0,0.0,25.0,1
88.0,393.0,16,158,15,0,0,100,,7,8,16,0,13,0.0,0,0,9.0,,3.0,1.0,0.0,50.0,1
81.0,159.0,3,48,22,0,0,100,,7,8,22,4,32,0.0,2,1,26.0,85.0,5.0,3.0,2.0,69.0,0
69.0,43.0,8,22,7,0,0,100,,7,8,8,1,50,0.0,1,1,58.0,77.0,3.0,3.0,1.0,86.0,0
71.0,310.0,1,123,21,0,0,96,71.0,6,6,23,3,26,0.0,3,3,73.0,70.0,5.0,2.0,1.0,58.0,1
80.0,158.0,7,58,25,0,0,100,,6,7,26,1,19,13.0,0,0,19.0,80.0,2.0,2.0,1.0,50.0,1
77.0,187.0,2,63,35,0,0,100,,7,8,36,1,19,,0,0,13.0,,6.0,1.0,1.0,35.0,0
80.0,245.0,3,88,44,0,0,98,58.0,6,6,45,2,27,5.0,0,0,21.0,81.0,4.0,3.0,0.0,100.0,1
56.0,201.0,12,67,25,2,1,85,0.0,0,5,26,0,31,12.0,0,0,16.0,77.0,3.0,4.0,1.0,58.0,0
68.0,89.0,9,40,10,2,2,91,81.0,6,2,11,1,45,0.0,0,0,48.0,86.0,3.0,4.0,1.0,88.0,0
57.0,171.0,2,50,16,1,1,89,9.0,4,2,19,3,21,0.0,4,4,49.0,79.0,9.0,3.0,2.0,71.0,0
73.0,178.0,2,42,11,0,0,100,,7,8,11,2,8,,0,0,40.0,100.0,4.0,1.0,1.0,71.0,0
80.0,10.0,11,91,20,0,0,100,,7,8,1,1,0,,1,1,18.0,,4.0,,1.0,33.0,1
86.0,235.0,7,111,20,0,0,100,,7,8,20,1,25,0.0,0,0,12.0,70.0,7.0,2.0,0.0,90.0,1
55.0,278.0,17,97,8,1,1,73,2.0,4,3,11,0,36,0.0,0,0,93.0,,4.0,1.0,2.0,71.0,0
74.0,264.0,11,64,28,0,0,96,29.0,6,6,58,1,29,,5,5,37.0,,5.0,2.0,1.0,44.0,0
70.0,122.0,1,64,26,1,1,97,3.0,0,2,12,3,30,9.0,0,0,20.0,100.0,3.0,2.0,0.0,38.0,1
68.0,113.0,4,46,13,0,0,100,,7,8,14,3,50,6.0,0,0,54.0,,2.0,3.0,2.0,63.0,0
74.0,150.0,5,43,22,0,0,96,33.0,6,6,23,2,52,14.0,1,1,23.0,99.0,3.0,3.0,2.0,67.0,1
80.0,246.0,2,99,24,0,0,100,,7,8,25,2,36,2.0,1,1,41.0,87.0,3.0,3.0,2.0,75.0,1
55.0,211.0,48,103,9,5,5,69,3.0,4,2,13,0,38,0.0,3,2,1.0,,1.0,,0.0,50.0,0
86.0,293.0,3,90,18,0,0,100,,6,7,18,1,44,2.0,1,1,2.0,100.0,4.0,2.0,0.0,86.0,1
73.0,226.0,50,98,13,0,0,92,0.0,4,6,13,0,38,0.0,0,0,9.0,,3.0,,0.0,60.0,0
57.0,26.0,7,18,5,0,0,100,,7,8,5,1,60,0.0,1,1,100.0,,2.0,1.0,2.0,100.0,0
76.0,166.0,10,55,35,0,0,100,,7,8,36,3,19,0.0,2,2,25.0,,6.0,1.0,1.0,47.0,0
63.0,131.0,11,61,8,2,1,60,17.0,6,3,10,1,30,3.0,2,1,78.0,45.0,3.0,1.0,2.0,80.0,0
75.0,108.0,1,60,37,0,0,97,16.0,6,6,39,2,18,0.0,0,0,12.0,,6.0,2.0,0.0,38.0,1
84.0,,2,159,20,1,1,95,34.0,6,4,0,1,0,,0,0,0.0,,1.0,,0.0,13.0,0
84.0,241.0,16,95,21,0,0,95,27.0,6,6,21,0,24,2.0,2,2,9.0,,3.0,1.0,0.0,50.0,1
60.0,168.0,1,54,33,2,1,81,11.0,4,2,37,3,25,1.0,1,1,76.0,84.0,14.0,3.0,4.0,71.0,0
87.0,57.0,18,215,12,0,0,100,,7,8,2,0,25,,0,0,0.0,73.0,1.0,1.0,0.0,29.0,1
63.0,154.0,3,126,21,0,0,95,73.0,6,6,9,3,36,3.0,1,1,87.0,62.0,8.0,3.0,5.0,86.0,0
80.0,234.0,4,74,23,0,0,100,,7,8,23,1,17,0.0,1,1,32.0,85.0,3.0,2.0,0.0,83.0,0
75.0,160.0,2,82,46,0,0,100,,7,8,48,2,17,0.0,3,3,19.0,,10.0,3.0,1.0,41.0,0
83.0,202.0,14,89,12,0,0,92,39.0,6,6,12,0,58,1.0,1,1,17.0,76.0,2.0,2.0,,67.0,0
66.0,78.0,6,25,22,1,1,96,39.0,6,4,27,5,22,0.0,3,1,38.0,78.0,8.0,4.0,0.0,67.0,0
59.0,330.0,62,161,5,1,0,63,6.0,4,5,8,0,50,,1,1,87.0,,2.0,1.0,2.0,100.0,0
78.0,239.0,0,92,28,0,0,97,6.0,4,6,20,4,13,0.0,2,1,2.0,,4.0,1.0,0.0,36.0,1
70.0,88.0,16,48,12,0,0,100,,7,8,12,0,8,0.0,1,1,79.0,89.0,7.0,1.0,2.0,89.0,1
82.0,381.0,5,100,28,1,1,97,54.0,6,3,29,3,21,,0,0,0.0,,2.0,1.0,1.0,23.0,1
67.0,124.0,2,53,18,0,0,89,6.0,4,6,20,1,47,2.0,3,3,30.0,58.0,5.0,2.0,1.0,100.0,0
87.0,253.0,0,92,13,0,0,93,58.0,6,6,15,2,33,0.0,0,0,0.0,,0.0,1.0,0.0,20.0,1
65.0,87.0,2,46,18,1,1,100,,7,8,20,3,16,0.0,4,4,39.0,,3.0,1.0,1.0,40.0,0
74.0,311.0,32,118,15,0,0,93,5.0,4,6,15,0,53,0.0,0,0,6.0,,2.0,1.0,0.0,50.0,0
58.0,237.0,3,64,27,0,0,85,10.0,4,6,52,5,15,7.0,0,0,61.0,86.0,11.0,3.0,4.0,67.0,1
72.0,103.0,2,55,3,1,1,80,61.0,6,4,5,2,60,0.0,3,3,56.0,,1.0,,0.0,50.0,0
75.0,176.0,3,69,18,0,0,100,,6,8,19,1,42,0.0,0,0,48.0,51.0,6.0,3.0,1.0,82.0,1
61.0,180.0,1,62,12,3,3,75,13.0,6,3,17,2,35,0.0,1,1,31.0,79.0,2.0,2.0,0.0,50.0,0
71.0,179.0,2,59,25,0,0,96,46.0,6,6,28,7,29,2.0,2,2,39.0,85.0,4.0,4.0,1.0,73.0,1
80.0,378.0,21,163,20,0,0,100,,7,8,21,0,29,17.0,0,0,45.0,63.0,8.0,2.0,1.0,83.0,1
76.0,129.0,11,52,10,0,0,100,,7,8,10,1,60,0.0,1,1,6.0,95.0,2.0,3.0,,83.0,0
65.0,494.0,6,99,39,1,1,100,,6,8,39,1,46,0.0,4,4,27.0,92.0,8.0,6.0,1.0,88.0,1
78.0,146.0,14,78,10,1,0,82,37.0,6,5,11,0,27,0.0,0,0,30.0,,5.0,1.0,0.0,67.0,1
74.0,110.0,10,62,37,0,0,100,,7,8,39,1,46,6.0,0,0,80.0,99.0,2.0,4.0,2.0,75.0,1
88.0,474.0,2,153,23,0,0,100,,7,8,26,2,54,0.0,1,1,2.0,65.0,3.0,4.0,0.0,70.0,1
64.0,31.0,3,14,6,0,0,100,,7,8,6,2,17,0.0,2,2,68.0,,5.0,1.0,1.0,100.0,1
75.0,303.0,4,97,35,1,1,97,29.0,6,2,37,1,49,0.0,0,0,6.0,49.0,2.0,2.0,1.0,57.0,1
74.0,123.0,6,69,27,1,1,86,39.0,6,3,29,1,38,0.0,3,3,18.0,88.0,6.0,2.0,1.0,80.0,1
53.0,54.0,11,25,19,0,0,89,2.0,4,6,19,1,79,0.0,2,2,112.0,86.0,2.0,8.0,2.0,91.0,0
65.0,182.0,2,50,18,1,0,90,6.0,3,5,21,5,57,,8,7,58.0,88.0,4.0,3.0,0.0,88.0,0
73.0,134.0,3,55,26,0,0,100,,7,8,26,5,35,6.0,1,0,64.0,33.0,4.0,2.0,2.0,64.0,1
75.0,416.0,4,167,7,2,2,89,28.0,5,2,10,2,33,0.0,1,1,8.0,57.0,5.0,2.0,0.0,88.0,1
69.0,33.0,4,16,5,0,0,100,,7,8,5,1,20,0.0,3,2,53.0,92.0,3.0,1.0,0.0,100.0,0
69.0,119.0,2,48,37,0,0,100,,7,8,39,7,33,0.0,7,7,9.0,99.0,6.0,2.0,0.0,53.0,1
65.0,208.0,6,65,37,0,0,100,,7,8,37,4,14,0.0,2,2,47.0,65.0,13.0,3.0,6.0,73.0,0
80.0,118.0,13,74,11,0,0,100,,7,8,11,0,73,,0,0,25.0,84.0,1.0,2.0,0.0,75.0,0
77.0,207.0,40,87,4,1,0,80,27.0,6,5,5,0,0,,0,0,31.0,,1.0,,0.0,50.0,1
77.0,161.0,2,60,12,0,0,92,7.0,4,6,13,3,46,5.0,0,0,6.0,99.0,2.0,3.0,0.0,63.0,1
65.0,84.0,17,46,26,0,0,85,11.0,4,6,27,0,37,,0,0,63.0,77.0,4.0,5.0,0.0,75.0,0
68.0,358.0,7,126,15,2,2,88,68.0,0,3,17,1,25,23.0,0,0,11.0,,2.0,1.0,0.0,43.0,1
80.0,331.0,27,160,13,0,0,92,20.0,6,6,13,0,23,0.0,0,0,0.0,,1.0,2.0,0.0,43.0,1
82.0,118.0,2,48,15,0,0,100,,7,8,18,2,24,2.0,2,2,0.0,,0.0,1.0,0.0,33.0,1
73.0,178.0,1,66,9,2,2,92,56.0,6,2,13,2,54,0.0,2,2,40.0,76.0,1.0,3.0,0.0,83.0,1
72.0,296.0,56,128,18,1,1,95,9.0,0,2,19,0,37,1.0,2,2,18.0,,3.0,3.0,0.0,75.0,1
84.0,245.0,10,113,16,0,0,94,17.0,6,6,17,1,12,,0,0,6.0,,2.0,,0.0,40.0,1
84.0,222.0,7,101,25,0,0,100,,7,8,39,1,24,0.0,1,1,9.0,,5.0,1.0,0.0,46.0,1
64.0,110.0,2,58,42,1,0,89,15.0,6,5,46,4,4,2.0,6,6,30.0,,12.0,1.0,1.0,74.0,0
80.0,335.0,15,146,28,0,0,100,,7,8,28,0,18,14.0,0,0,34.0,75.0,9.0,2.0,1.0,65.0,0
84.0,184.0,4,98,22,0,0,100,,7,8,23,1,57,0.0,3,2,6.0,,2.0,,0.0,50.0,1
66.0,213.0,16,88,12,0,0,60,2.0,4,6,15,0,20,17.0,1,0,51.0,73.0,3.0,1.0,0.0,80.0,0
63.0,76.0,9,31,4,1,1,80,49.0,6,4,5,1,20,0.0,1,1,84.0,,4.0,,3.0,100.0,0
86.0,310.0,10,123,22,0,0,100,,7,8,22,1,32,0.0,2,2,3.0,,1.0,2.0,0.0,43.0,0
79.0,275.0,0,91,13,0,0,86,6.0,4,6,14,3,29,6.0,0,0,0.0,,1.0,1.0,0.0,33.0,1
62.0,335.0,2,26,19,0,0,100,,7,8,7,7,29,0.0,2,2,49.0,,6.0,4.0,4.0,67.0,1
75.0,264.0,7,89,54,0,0,98,24.0,6,6,55,1,36,0.0,1,1,33.0,55.0,5.0,4.0,1.0,67.0,1
71.0,154.0,1,62,7,0,0,90,1.0,4,6,27,2,40,,3,2,14.0,,3.0,1.0,0.0,80.0,0
50.0,214.0,3,77,22,0,0,83,1.0,4,6,24,3,46,0.0,2,2,82.0,69.0,12.0,6.0,6.0,100.0,0
66.0,164.0,5,66,19,1,0,95,19.0,6,5,21,1,19,0.0,0,0,65.0,,3.0,1.0,1.0,33.0,0
89.0,272.0,22,126,16,0,0,100,,7,8,16,0,25,1.0,1,1,9.0,43.0,2.0,2.0,0.0,40.0,0
61.0,107.0,5,70,7,4,2,42,27.0,6,2,13,1,50,,0,0,0.0,98.0,0.0,2.0,,75.0,0
67.0,279.0,5,60,35,0,0,100,,7,8,36,4,43,2.0,2,2,93.0,90.0,1.0,4.0,,100.0,1
71.0,164.0,13,81,28,0,0,81,6.0,4,6,32,0,63,1.0,1,1,4.0,87.0,5.0,2.0,0.0,78.0,1
59.0,178.0,3,68,14,2,1,75,45.0,6,5,18,3,28,0.0,6,6,59.0,97.0,5.0,2.0,0.0,70.0,0
63.0,84.0,2,65,25,0,0,96,0.0,4,6,7,2,50,,2,2,46.0,98.0,3.0,1.0,2.0,50.0,0
81.0,312.0,5,99,13,0,0,100,,7,8,14,1,29,0.0,0,0,42.0,,3.0,1.0,1.0,80.0,1
69.0,71.0,9,38,11,1,1,100,,7,8,12,1,55,0.0,0,0,39.0,69.0,2.0,3.0,1.0,63.0,0
57.0,27.0,1,11,5,1,1,100,,6,8,6,3,33,1.0,21,21,16.0,,1.0,2.0,1.0,60.0,0
59.0,85.0,2,43,16,0,0,94,56.0,6,6,17,2,24,0.0,6,6,70.0,89.0,7.0,3.0,4.0,83.0,0
78.0,177.0,8,53,16,0,0,100,,7,8,16,2,38,0.0,1,1,4.0,41.0,2.0,2.0,0.0,57.0,1
90.0,179.0,13,86,12,0,0,100,,7,8,12,0,25,0.0,4,4,0.0,,2.0,1.0,0.0,50.0,1
64.0,145.0,2,54,28,0,0,100,,7,8,29,5,66,,4,3,74.0,59.0,5.0,4.0,2.0,82.0,0
